,screen_name,location,description,listedcount,friends_count,followers_count,favorites_count,verified,statuses_count,default_profile,default_profile_image,has_extended_profile,name,bot
31,0,0,0,0.00014830791948169605,9.724466953343954e-07,1.3776769654612336e-05,0.0,1,0.0035258225450118257,1,0,1,Deep Dream This,1
32,0,1,0,0.0,2.5283614078694275e-05,0.0,0.0,1,0.0,1,1,0,Baron Baugh,1
33,0,1,0,8.060213015309568e-06,0.0,5.60622126110826e-07,2.8010380647067803e-06,1,0.00023093635000800627,1,0,1,Best Opinion Polls,1
34,0,1,0,0.00011606706742045779,9.724466953343954e-07,4.409189202949404e-05,0.0008221046719914401,1,0.015928780103864535,0,0,1,destroy every word,1
35,0,0,0,0.0,2.6256060774028673e-05,0.0,9.80363322647373e-06,1,2.6226210095546456e-06,1,1,1,"""(917) 615-7513""",1
36,0,1,0,0.00011929115262658161,9.724466953343954e-07,1.6922482695567526e-06,8.963321807061697e-05,1,0.08049872926727028,1,0,1,Snowclone-a-Minute,1
37,1,1,0,1.9344511236742965e-05,4.862233476671977e-07,3.322205191767858e-07,0.0,1,0.0009005789144476258,1,0,1,NES Garbage Bot,1
38,1,0,1,8.060213015309568e-05,4.862233476671977e-07,9.374847775519925e-06,0.0,1,0.000532392064939593,0,0,1,Brooklyn Museum Bot,1
39,0,1,1,1.4508383427557224e-05,4.862233476671976e-06,1.121244252221652e-06,1.4005190323533901e-05,1,7.824152678504692e-05,0,0,1,Clitoris Vulgaris,1
40,0,1,0,3.707697987042401e-05,4.862233476671977e-07,1.9725593326121658e-06,1.4005190323533902e-06,1,0.0005874671061402406,0,0,1,Survey Says,1
41,0,1,0,0.0001063948118020863,5.737435502472932e-05,7.007776576385325e-06,1.1204152258827121e-05,1,0.0022491889180275035,0,0,1,Vaporfave,1
42,0,0,0,0.0,0.0001653159382068472,1.0381891224274556e-08,4.621712806766188e-05,1,7.139357192676535e-06,1,0,1,peabero89,1
43,0,1,0,0.0,0.0005956236008923171,9.239883189604355e-07,2.8010380647067803e-06,1,2.914023343949606e-07,1,0,1,_Ã?_Ã?Ã±Â«,1
44,0,0,0,6.448170412247655e-05,0.0,1.1170914957319422e-05,0.0,1,0.0018466165930608653,0,0,1,"whispers, for moon",1
45,1,0,0,3.224085206123827e-05,0.0003301456530660272,4.142374598485548e-06,8.963321807061697e-05,1,0.003798866532339904,0,0,1,AttentiveBot,1
46,0,0,0,0.0,0.001719771980698878,4.090465142364175e-06,6.442387548825595e-05,1,5.084970735192063e-05,0,0,1,free follow|read bio,1
47,0,1,0,0.0,4.667744137605097e-05,4.1527564897098226e-08,4.20155709706017e-06,1,0.0,1,1,1,+249 11 498 4665,1
48,0,0,0,0.0,6.807126867340767e-05,0.0,2.8010380647067803e-06,1,1.7484140063697636e-06,1,1,0,"""Tamica brown""",1
49,0,0,0,2.095655383980488e-05,0.0,1.3849442893182258e-05,9.80363322647373e-06,1,0.00859971999149688,1,0,1,"""London PokÅ½ Alert""",1
50,0,1,1,9.672255618371483e-06,4.862233476671977e-07,3.73748084073884e-07,0.0,1,7.430759527071495e-05,1,1,1,Phages & Crisprs,1
51,0,0,0,1.6120426030619137e-06,4.862233476671977e-07,8.305512979419645e-08,0.0,1,4.225333848726929e-06,0,0,1,peaceful forest bot,1
52,0,1,0,7.09298745347242e-05,4.862233476671977e-07,1.5064124166422382e-05,0.0,1,0.0021884315313061543,0,0,1,phypapers,1
53,0,0,0,0.0004159069915899737,4.910855811438696e-05,1.8760077442264122e-05,0.00017366436001182037,1,0.01827136347006562,0,0,1,Fabrice Leclerc,1
54,0,1,0,0.0,3.063207090303345e-05,1.0381891224274556e-08,0.0,1,1.457011671974803e-07,1,1,1,Buzz,1
55,0,0,0,1.6120426030619137e-05,2.3824944035692684e-05,8.513150803905136e-07,0.0,1,0.0024372891248794506,0,0,1,DiGRA Themes,1
56,0,1,0,0.0,9.724466953343953e-06,2.0763782448549113e-08,9.243425613532376e-05,1,1.8504048234079997e-05,1,0,1,Coralie Maglione,1
57,0,1,0,0.0,1.215558369167994e-05,0.0,7.842906581178985e-05,1,1.0636185205416061e-05,1,0,1,Shantae Stubby,1
58,0,1,0,2.256859644286679e-05,4.862233476671977e-07,8.097875154934154e-07,0.0,1,0.0006466217800224175,0,0,1,Jeopardy! Stumpers,1
59,0,0,0,2.579268164899062e-05,2.9173400860031856e-06,4.1839021633826465e-06,1.4005190323533902e-06,1,0.0018059659674127683,0,0,1,Speed (1994),1
60,0,0,0,0.0003256326058185066,0.0002217178465362421,7.603697132658685e-05,0.00715525173629347,0,0.0004857676914363993,0,0,1,Å Ã¤Â¾,1
61,0,1,1,2.4180639045928705e-05,0.0,7.059686032506698e-07,1.4005190323533902e-06,1,0.003670649505206121,1,0,1,everywordNYT,1
62,0,1,1,3.224085206123827e-05,4.862233476671977e-07,1.121244252221652e-06,0.0,1,0.0028805120754941856,1,0,1,Exoriders,1
63,0,0,0,3.54649372673621e-05,0.0,1.2458269469129466e-06,0.0,1,0.0008179663526466544,1,0,1,men only,1
64,0,0,0,0.0,0.00016045370473017522,0.0,2.9410899679421194e-05,1,4.225333848726929e-06,1,0,1,Maximo Thompson,1
65,0,1,1,0.0,1.0696913648678348e-05,0.0,9.94368512970907e-05,1,1.457011671974803e-05,1,0,1,Viola Jacobs,1
66,0,0,0,0.0,9.238243605676755e-06,1.5572836836411833e-07,0.0,1,2.7683221767521257e-06,0,0,1,Lake 5 Media,1
67,0,1,0,1.1284298221433395e-05,0.0,2.387834981583148e-07,0.0,1,9.17917353344126e-06,0,0,1,crystalliser,1
68,0,0,0,9.672255618371483e-06,8.752020258009558e-05,1.3185001854828686e-06,0.1065612916146724,1,0.0018506962257423948,0,0,0,SeethingVortex,1
69,0,1,0,0.0029484259210002402,0.007251535007108585,0.001827067508995182,1.4005190323533902e-06,1,0.0027448642888333315,1,0,1,Horse ebooks,1
70,0,0,1,4.513719288573358e-05,4.862233476671977e-07,7.5891624849447e-06,0.0,1,0.0003753262067007093,1,0,1,"Fuck, Marry, Kill",1
71,0,1,0,9.672255618371483e-06,0.0,1.8895042028179692e-06,0.0,1,6.308860539650897e-05,1,0,1,bioRxiv Evobio,1
72,1,0,1,5.642149110716698e-05,0.0,1.2769726205857703e-06,0.0,1,0.004285071327277895,1,0,1,Boazim Bot,1
73,1,1,1,0.000186996941955182,4.862233476671977e-07,1.3361494005641354e-05,0.0,1,0.00914959619650017,1,0,1,Clip Art Bot,1
74,0,0,0,0.0,0.0008737433557579541,1.1420080346702012e-06,1.680622838824068e-05,1,5.828046687899212e-07,1,0,1,Follow @gyuterte,1
75,0,1,1,9.672255618371483e-06,0.0,9.3437021018471e-08,0.0,1,0.00020573004808284218,0,0,0,Library of Vivec,1
76,0,1,1,0.0008060213015309569,1.4586700430015928e-06,0.0010634897913410126,0.0,1,0.0020329683859064427,0,0,1,me irl,1
77,0,1,0,0.0,0.00017017817168351918,4.1527564897098226e-08,5.602076129413561e-06,1,8.742070031848818e-07,1,0,0,Robert Elliott,1
78,0,1,0,0.0,2.1393827297356695e-05,1.0381891224274556e-08,9.243425613532376e-05,1,1.1364691041403464e-05,1,0,1,Aura Mazon,1
79,0,0,0,1.6120426030619137e-06,2.431116738335988e-06,2.91731143402115e-06,1.4005190323533902e-06,1,0.0033130988409035044,1,0,1,"""Pokemon Go""",1
80,0,1,0,0.0015781897083976136,0.0026440825646142207,0.0010866621725535936,0.0005391998274560553,1,0.001150602117358502,0,0,1,â?°Ã?Â â?°Ã?Âµtiny star fieldsâ?°Ã?Âµâ?°Ã?Â ,1
81,0,0,0,0.0010526638197994296,9.724466953343954e-07,0.00024368375081617238,0.00016806228388240683,1,0.008644013146324915,1,0,1,Pentametron,1
82,0,0,0,2.095655383980488e-05,4.862233476671977e-07,4.464213226438059e-07,5.602076129413561e-06,1,0.003927374961808082,1,0,1,Arkham Singles,1
83,0,0,0,0.0,3.598052772737262e-05,1.1420080346702012e-07,0.0,1,1.457011671974803e-07,1,0,1,NYC Newswire,1
84,0,0,0,3.224085206123827e-05,0.0,9.634395056126788e-06,0.0,1,0.010457409873264753,1,0,1,"""Vegas PokÅ½mon Alert""",1
85,0,1,1,2.4180639045928705e-05,9.724466953343954e-07,6.54059147129297e-07,1.4005190323533902e-06,1,0.00038931351875166735,1,0,1,Literal Devices,1
86,0,0,1,2.256859644286679e-05,9.724466953343954e-07,7.371142769234935e-07,1.4005190323533902e-06,1,9.383155167517732e-05,1,0,1,The Goal,1
87,1,1,0,4.352515028267167e-05,9.724466953343954e-07,1.3600277503799669e-06,0.0,1,0.0006555095512214638,1,0,1,Euphemism Bot,1
88,0,1,1,2.095655383980488e-05,1.9448933906687907e-06,1.7753033993509492e-06,1.4005190323533902e-06,1,0.0012833358806754065,0,0,1,NK papers,1
89,0,1,0,0.00044975988625427395,0.0026538070315675647,7.120939190729918e-05,0.10293534783990947,1,0.006780495217869141,1,0,1,olivia taters,1
90,1,1,1,0.008389069706334198,1.021069030101115e-05,3.8724454266544097e-05,0.00021708045001477547,1,0.044588345392776105,0,0,1,quantom_dev_bot,1
91,0,0,0,0.0,0.00011863849683079621,4.1527564897098226e-08,1.4005190323533901e-05,1,2.476919842357165e-06,1,0,1,zatieot,1
92,0,1,0,8.060213015309568e-06,0.0023761735000495947,2.875783869124052e-06,1.4005190323533902e-06,1,5.973747855096693e-06,1,0,1,Andrew,1
93,0,0,0,6.448170412247655e-06,1.1183136996345545e-05,3.2183862795251123e-07,2.8010380647067803e-06,1,2.476919842357165e-05,1,0,1,Fred 'Free' Flattery,1
94,0,1,0,3.707697987042401e-05,0.0,1.1191678739767971e-05,0.0,1,2.914023343949606e-07,0,0,1,everyboolean,1
95,0,0,0,1.6120426030619137e-06,0.0,8.305512979419645e-08,0.0,1,1.7921243565290078e-05,1,0,0,bxv_molbiol,1
96,0,0,1,1.1284298221433395e-05,1.4586700430015928e-06,1.4534647713984378e-07,0.0,1,0.002003682451299749,1,0,1,Col. Bert Stephens,1
97,0,0,0,1.4508383427557224e-05,0.005265312631888083,0.00010359051063581152,0.0009537534610326587,1,0.00012559440612422803,1,0,0,Arianna,1
98,0,1,0,0.0,1.5559147125350326e-05,0.0,9.663581323238393e-05,1,1.3550208549365667e-05,1,0,1,Mooney Moskowitz,1
99,0,1,0,5.480944850410507e-05,4.862233476671977e-07,2.1179058097520093e-06,0.0,1,0.0010914474434763248,0,0,1,threedesert,1
100,1,1,1,3.2240852061238274e-06,4.376010129004779e-06,2.0763782448549111e-07,0.0,1,0.00033671539739337696,1,0,1,IF Clue Bot,1
101,0,1,0,0.0,7.439217219308123e-05,1.1316261434459266e-06,3.501297580883475e-05,1,3.496828012739527e-06,1,0,0,SAMUSON,1
102,0,0,0,5.8033533710228896e-05,4.862233476671976e-06,5.5958393698839854e-06,7.0025951617669504e-06,1,0.030958438304953418,1,0,1,"""PoKÅ½Mon __ News US""",1
103,0,1,0,0.0,0.0001419772175188217,2.356689307910324e-06,0.0,1,1.7484140063697636e-06,1,1,1,Manoela Beta,1
104,0,0,1,6.448170412247655e-06,1.9448933906687907e-06,1.0900985785488283e-06,0.0,1,0.00022889653366724155,0,0,1,Tahoe Chains Bot,1
105,0,1,0,0.00015475608989394372,0.0,1.0610292831208597e-05,0.0,1,0.05877468523812598,0,0,1,Every Three Minutes,1
106,0,0,0,0.0,0.0007419768285401436,3.426024104010603e-07,1.4005190323533902e-06,1,1.457011671974803e-07,1,0,1,Francziska Buker,1
107,0,1,0,0.0,9.238243605676755e-06,4.1527564897098226e-08,0.0,1,0.0,1,1,0,ursula flanagan,1
108,0,0,0,0.0,0.00016628838490218158,1.0381891224274556e-08,5.7421280326488996e-05,1,6.265150189491653e-06,1,0,1,Caden Wilson,1
109,0,0,0,0.0,0.00015072923777683126,0.0,2.380882355000763e-05,1,3.933931514331968e-06,1,0,1,Elliott Smith,1
110,0,0,1,0.0,0.000204213806020223,1.0381891224274556e-08,0.00012324567484709833,1,1.1656093375798425e-05,1,0,1,HAroldbtmeme28,1
111,0,0,0,0.0,0.00016823327829285038,0.0,1.960726645294746e-05,1,4.079632681529448e-06,1,0,1,Katharyn Sanders,1
112,0,0,0,1.6120426030619137e-05,0.0,2.387834981583148e-07,0.0,1,5.478363886625259e-05,0,0,1,â?°ÂªÃ? haku songs â?°ÂªÃ?,1
113,0,0,0,4.997332069491933e-05,7.779573562675163e-06,2.637000370965737e-06,6.022231839119578e-05,1,0.0019953774847694928,0,0,1,"The Will, The Wisp",1
114,0,0,1,6.448170412247655e-06,4.376010129004779e-06,2.0763782448549111e-07,0.0,1,6.483701940287873e-05,1,0,1,Living in New York,1
115,0,1,0,4.352515028267167e-05,0.0,5.3570558717256705e-06,0.0,1,0.0006039313380335558,1,0,1,So Amazing Quote!,1
116,0,0,0,0.0,0.0002256076333175797,5.190945612137278e-08,0.00010924048452356444,1,1.2821702713378267e-05,1,0,1,loriwcute,1
117,0,0,0,0.006823776338761081,0.23724149935721273,0.004650983449562759,0.005679104676192997,1,0.015663312577230724,0,0,1,Trinity Adam,1
118,0,0,0,0.0,0.0001643434915115128,1.0381891224274556e-08,3.6413494841188145e-05,1,4.371035015924409e-06,1,0,1,regurol1994,1
119,0,1,0,4.513719288573358e-05,4.862233476671977e-07,2.6473822621900116e-06,0.0,1,0.0018680346646388949,1,0,1,Cardinal_Fang,1
120,0,0,0,0.0,0.000905347873356322,1.661102595883929e-07,0.0003991479242207162,1,5.711485754141228e-05,0,0,1,RACQUELW86,1
121,0,1,0,9.027438577146716e-05,4.813611141905257e-05,2.782346848105581e-06,0.0,1,0.0007429302515399521,1,0,1,Plz Revisit,1
122,0,1,0,4.352515028267167e-05,1.847648721135351e-05,7.70336328841172e-06,4.20155709706017e-06,1,0.05358568386955491,1,0,1,Daily Moist,1
123,0,1,1,2.256859644286679e-05,1.5072923777683126e-05,6.332953646807479e-07,0.0,1,9.135463183282015e-05,1,0,1,Megacorp Killcodes,1
124,0,1,0,2.095655383980488e-05,4.862233476671977e-07,1.0900985785488283e-06,1.2604671291180512e-05,1,8.304966530256377e-05,0,0,0,_EMO_JI,1
125,0,0,0,1.1284298221433395e-05,1.7017817168351916e-05,2.6992917183113847e-07,1.2604671291180512e-05,1,0.001328357541339428,0,0,1,Â¥_Â¢Â¥_Â?Â¥_Ã®Â¥_Ã®Â¥_Æ?Â¥_Ã?Â¥__,1
126,0,0,0,3.2240852061238274e-06,4.862233476671977e-07,1.3496458591556924e-07,0.0,1,0.0001508007080493921,0,0,1,Prix Fixe,1
127,0,1,0,0.00029983992416951597,1.0696913648678348e-05,8.018972781629667e-05,1.2604671291180512e-05,1,0.0024305868711883664,1,0,1,EvolDir,1
128,0,0,0,0.0007060746601411182,9.724466953343954e-07,0.0003987995875980585,0.003812212806065928,1,0.021305444575785953,0,0,1,Grammar Police,1
129,0,0,0,1.6120426030619137e-05,7.682328893141722e-05,1.287354511810045e-06,7.702854677943646e-05,1,0.0005240870984093367,0,0,1,Unregistered Domains,1
130,1,1,0,1.9344511236742965e-05,6.807126867340767e-06,1.474228553846987e-06,0.0,1,3.7882303471344877e-06,1,0,1,everyletter,1
131,1,1,0,6.609374672553846e-05,0.0,4.5057407913351576e-06,0.0,1,0.00044191164010995773,0,0,1,Press X to Bot,1
132,0,0,0,0.0,0.0002246351866222453,9.3437021018471e-08,0.00011764359871768478,1,1.0490484038218582e-05,1,0,1,julissaf93,1
133,0,0,1,8.060213015309568e-06,0.0,4.5680321386808047e-07,7.0025951617669504e-06,1,0.00017775542398092598,1,1,1,IF Inspiration,1
134,0,1,0,0.0,0.001785898355981617,5.242855068258651e-06,0.0010433866791032757,1,8.669219448250079e-05,1,0,1,momo,1
135,1,1,0,0.001515320046878199,0.0,0.0006963964995418887,0.0,1,0.0017577388810704024,0,0,1,Magic Realism Bot,1
136,0,0,0,0.00021762575141335837,9.724466953343954e-07,0.00019775426403998174,9.80363322647373e-06,1,0.032140511874426576,1,0,1,"""Epic SG PokÅ½mon""",1
137,0,0,0,0.000710910787950304,0.03434341371577717,0.0007216244952168759,0.00015265657452651952,1,0.06167734389103418,0,0,0,pops,1
138,0,1,0,0.0,4.862233476671976e-05,0.0,0.0,1,0.0,1,1,0,Scott alen Lee Romer,1
139,0,1,0,1.773246863368105e-05,0.0,3.1145673672823666e-07,0.0,1,0.00022729382082806927,1,0,1,SMILINGFACE WITHFACE,1
140,0,1,0,0.0,5.6401908329394926e-05,1.0381891224274556e-08,0.0,1,1.457011671974803e-07,1,1,1,Levent,1
141,0,1,0,0.0,1.653159382068472e-05,0.0,5.1819204197075433e-05,1,8.887771199046299e-06,1,0,1,Mcdaniel Armijo,1
142,0,1,1,7.415395974084803e-05,4.862233476671977e-07,2.709673609535659e-06,1.4005190323533902e-06,1,0.0006958687745351659,0,0,1,All in the Cards,1
143,0,0,1,0.00013379953605413883,4.862233476671977e-07,1.0984040915282481e-05,0.0,1,0.0011186935617422537,1,0,1,knock knock [tab],1
144,1,0,1,1.1284298221433395e-05,4.862233476671977e-07,1.5572836836411833e-07,2.8010380647067803e-06,1,1.0927587539811022e-05,1,0,1,FalalalaBot,1
145,0,0,0,1.1284298221433395e-05,0.0,1.4534647713984378e-07,2.8010380647067803e-06,1,0.0004985893941497776,0,0,1,MSXS 2016 Talks,1
146,0,0,0,0.0,5.153967485272295e-05,2.0763782448549113e-08,0.0,1,1.457011671974803e-07,1,1,0,Alex,1
147,0,1,1,1.289634082449531e-05,1.1669360344012743e-05,3.571370581150447e-06,1.4005190323533902e-06,1,2.345788791879433e-05,1,0,1,CTCF Papers ?,1
148,0,0,0,0.0,0.00010745535983445067,8.097875154934154e-07,0.00036553546744423485,1,0.000284554379536679,0,0,1,Pacha Edits,1
149,0,1,0,4.836127809185741e-06,9.238243605676755e-06,2.180197157097657e-07,0.0,1,0.00016901335394907716,1,0,1,virus_genome,1
150,0,1,0,0.0,1.604537047301752e-05,1.2458269469129466e-07,6.582439452060934e-05,1,9.470575867836219e-06,1,0,1,fitzpatrick Mengshoe,1
151,0,0,1,0.00026115090169603005,3.4035634336703835e-06,6.945485229039678e-06,0.013159276827992453,1,0.003135780520424171,0,0,1,MetaphorIsMyBusiness,1
152,0,1,0,0.0,1.653159382068472e-05,0.0,0.0,1,0.0,1,1,0,Justin,1
153,0,1,1,3.707697987042401e-05,0.0,3.3637327566649563e-06,0.0,1,0.0009709525782040087,0,0,1,every goth color,1
154,0,1,0,1.6120426030619137e-06,0.00021539694301656856,2.9380752164696994e-06,0.005631487029092982,1,0.0004172881428535836,1,1,1,Lilly,1
155,0,0,1,0.0,1.4586700430015928e-06,9.862796663060829e-07,0.0,1,0.00035900767597459146,0,0,1,Best TV Recaps,1
156,1,1,1,3.062880945817636e-05,7.2933502150079645e-06,5.928059889060772e-06,1.4005190323533902e-06,1,0.00017207307846022423,1,0,1,Nucleosome papers ?,1
157,0,0,0,0.0,0.0008883300561879701,2.0763782448549111e-07,0.00043696193809425774,1,5.638635170542488e-05,0,0,1,Kathlene Turner,1
158,0,0,0,0.0,0.0002542948108299444,3.1145673672823666e-08,0.00012184515581474495,1,1.6464231893315274e-05,1,0,1,NArcisal20,1
159,1,1,1,4.836127809185741e-06,1.215558369167994e-05,1.661102595883929e-07,1.4005190323533902e-06,1,2.1855175079622044e-05,0,0,0,Major Pentatonic,1
160,0,1,0,2.256859644286679e-05,0.0,8.118638937382702e-06,0.0,1,4.0213522146504564e-05,1,0,1,bioRxiv Microbiology,1
161,0,1,1,6.448170412247655e-06,0.0,6.229134734564733e-08,0.0,1,3.511398129459275e-05,0,0,0,regex_crossword,1
162,0,1,1,5.8033533710228896e-05,4.862233476671977e-07,1.941413658939342e-06,1.4005190323533902e-06,1,0.001585374400275783,0,0,1,Think I Do,1
163,0,1,1,3.062880945817636e-05,0.0003918960182197613,6.841666316796932e-06,1.4005190323533902e-06,1,0.001393631664243899,1,0,1,wow rude,1
164,0,1,0,0.0,4.327387794238059e-05,9.3437021018471e-08,0.0,1,5.828046687899212e-07,1,1,1,Angry Step Parent,1
165,0,1,1,2.256859644286679e-05,0.0,4.1527564897098223e-07,0.0,1,0.0001287998318025726,1,0,1,Tavern of Mirth,1
166,0,0,0,0.0,0.00017017817168351918,2.0763782448549113e-08,4.4816609035308486e-05,1,4.95383968471433e-06,1,0,1,Peter Wood,1
167,0,0,0,0.0,0.00017747152189852714,1.0381891224274556e-08,4.0615051938248315e-05,1,3.6425291799370077e-06,1,0,1,Cheryl Cook,1
168,0,0,0,2.7404724252052534e-05,1.4586700430015928e-06,1.661102595883929e-06,1.4005190323533902e-06,1,0.0005944607621657196,1,0,1,@everyword cup,1
169,0,1,0,3.868902247348593e-05,2.09076039496895e-05,1.0091198269994868e-05,0.0003543313151854077,1,0.001086930707293203,0,0,1,T-cell biology,1
170,0,0,0,1.4508383427557224e-05,1.0696913648678348e-05,3.529843016253349e-07,0.0,1,0.0027796868677935293,1,0,1,JargonTron,1
171,0,1,0,2.579268164899062e-05,2.431116738335988e-06,1.8272128554723219e-06,0.0,1,0.0008283111355176755,1,0,1,Satellite Cell Bot,1
172,1,0,1,3.062880945817636e-05,4.862233476671977e-07,1.6195750309868308e-06,0.0,1,0.0032462220051598612,0,0,1,botechre,1
173,0,1,0,6.448170412247655e-06,0.0016930296965771822,7.641071941066074e-06,3.081141871177458e-05,1,9.922249486148409e-05,1,0,1,Sjuworker,1
174,0,0,0,0.0,0.00015705014129650482,2.0763782448549113e-08,5.6020761294135603e-05,1,4.95383968471433e-06,1,0,1,MIlissawhihix,1
175,0,1,0,6.448170412247655e-06,0.0,7.890237330448663e-07,0.0,1,2.6663313597138897e-05,1,0,1,bioRxiv Biophysics,1
176,0,0,0,2.4180639045928705e-05,0.0007983787368695385,1.0070434487546319e-05,0.00020307525969124156,1,0.00014220433918474078,0,0,1,"""Bedrock Learning""",1
177,0,1,0,1.6120426030619137e-05,0.0,3.322205191767858e-07,0.0,1,0.00015123781155098457,0,0,1,Awful Emoji,1
178,0,1,0,4.67492354887955e-05,0.00015413280121050164,7.911001112897212e-06,0.0004103520764795433,1,0.005858061128341893,0,0,1,twoemoji,1
179,0,1,0,2.4180639045928705e-05,0.0,2.3982168728074223e-06,0.0,1,9.062612599683275e-05,1,0,1,everynerd,1
180,0,0,0,1.6120426030619137e-06,0.0003228523028510192,7.267323856992189e-08,0.00021988148807948224,1,2.7246118265928815e-05,1,0,1,vuguiwi1991,1
181,0,1,1,7.09298745347242e-05,4.862233476671977e-07,5.512784240089789e-06,0.0,1,0.003787064737796908,1,0,1,TumorImmunoPapers,1
182,1,1,0,1.6120426030619137e-06,0.0,2.387834981583148e-07,2.8010380647067803e-06,1,1.442441555255055e-05,1,0,1,Donald Drumpf Bot,1
183,0,1,0,0.0,2.3824944035692684e-05,3.1145673672823666e-08,5.602076129413561e-06,1,1.457011671974803e-07,1,1,1,Janine Baradi,1
184,1,1,0,9.672255618371483e-06,3.4035634336703835e-06,1.4430828801741633e-06,4.20155709706017e-06,1,7.24134800971477e-05,0,0,1,attribution bot,1
